Date,Address,Postcode,Price,Type,Ownership,NewBuild
2004-02-25,"44 Lansdowne Close, Ramsbottom",BL0 9WE,205000,Terraced,"Leasehold",No
2004-02-24,"25 Meadow Park, Ramsbottom",BL0 0QB,315000,Detached,"Freehold",No
2004-02-20,"11 Aitken Street, Ramsbottom",BL0 0QG,169950,Detached,"Leasehold",No
2004-02-20,"14 Raylees, Ramsbottom",BL0 9HW,182000,Detached,"Freehold",No
2004-02-20,"59 St Andrews Close, Ramsbottom",BL0 9LB,89950,Terraced,"Freehold",No
2004-02-20,"246 Whalley Road, Ramsbottom",BL0 0EF,106000,Terraced,"Freehold",No
2004-02-20,"5 Eden Street, Ramsbottom",BL0 0EU,80000,Terraced,"Leasehold",No
2004-02-20,"124 Bolton Road West, Ramsbottom",BL0 9PD,87500,Terraced,"Leasehold",No
2004-02-20,"152 Bolton Road West, Ramsbottom",BL0 9PD,103000,Terraced,"Freehold",No
2004-02-16,"31 Major Street, Ramsbottom",BL0 9JH,85000,Terraced,"Freehold",No
2004-02-16,"2 Hawthorn Avenue, Ramsbottom",BL0 9UZ,141000,Semi-detached,"Leasehold",No
2004-02-16,"1 Eden Court, Edenfield",BL0 0HF,100000,Semi-detached,"Freehold",No
2004-02-13,"10 Spring Street, Ramsbottom",BL0 9JQ,95500,Terraced,"Leasehold",No
2004-02-13,"5 Maybury Close, Ramsbottom",BL0 9WG,139950,Terraced,"Leasehold",No
2004-02-13,"30 Tanners Street, Ramsbottom",BL0 9ES,116000,Terraced,"Leasehold",No
2004-02-12,"5 Acre Close, Ramsbottom",BL0 0JY,165000,Detached,"Leasehold",No
2004-02-12,"19 Highfield Road, Edenfield",BL0 0LB,153500,Semi-detached,"Freehold",No
2004-02-11,"32 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,109950,Flat,"Leasehold",No
2004-02-11,"77 Victoria Street, Ramsbottom",BL0 9ED,69000,Terraced,"Leasehold",No
2004-02-06,"7 Stanford Hall Crescent, Ramsbottom",BL0 9FD,162500,Detached,"Freehold",No
2004-02-06,"177 Kay Brow, Ramsbottom",BL0 9AY,79500,Flat,"Leasehold",No
2004-02-06,"50 Silvermere Close, Ramsbottom",BL0 9WH,127950,Terraced,"Leasehold",No
2004-02-04,"16 Lodge Mill Lane, Ramsbottom",BL0 0RW,91000,Terraced,"Freehold",No
2004-02-03,"9 Cleveland Close, Ramsbottom",BL0 9FH,148000,Detached,"Leasehold",No
2004-02-02,"42 Lansdowne Close, Ramsbottom",BL0 9WE,187950,Terraced,"Leasehold",Yes
2004-01-30,"37 Lansdowne Close, Ramsbottom",BL0 9WE,280000,Detached,"Leasehold",No
2004-01-30,"29 Robert Street, Ramsbottom",BL0 0NQ,108500,Semi-detached,"Leasehold",No
2004-01-30,"41 Robert Street, Stubbins",BL0 0NQ,188000,Terraced,"Freehold",No
2004-01-30,"14 Regent Street, Ramsbottom",BL0 9PF,70000,Terraced,"Freehold",No
2004-01-30,"20 Westgate Avenue, Ramsbottom",BL0 9SS,150000,Semi-detached,"Freehold",No
2004-01-30,"45 Rostron Road, Ramsbottom",BL0 9EE,111950,Semi-detached,"Leasehold",No
2004-01-30,"31 Earl Road, Ramsbottom",BL0 9EF,86500,Semi-detached,"Leasehold",No
2004-01-30,"33 Whittingham Drive, Ramsbottom",BL0 9LZ,187500,Detached,"Freehold",No
2004-01-28,"33 Bolton Road West, Ramsbottom",BL0 9NU,190950,Terraced,"Leasehold",Yes
2004-01-28,"35 Palmerston Close, Ramsbottom",BL0 9YN,184995,Detached,"Leasehold",No
2004-01-28,"32 Brooks Bottom Close, Ramsbottom",BL0 9YP,249995,Detached,"Freehold",No
2004-01-27,"42 Ripon Hall Avenue, Ramsbottom",BL0 9RE,260000,Detached,"Leasehold",No
2004-01-27,"76 Summerseat Lane, Ramsbottom",BL0 9RQ,176000,Semi-detached,"Leasehold",No
2004-01-23,"28 Holcombe Lee, Ramsbottom",BL0 9QR,128000,Semi-detached,"Leasehold",No
2004-01-23,"26 Springwater Avenue, Ramsbottom",BL0 9RH,169950,Detached,"Freehold",No
2004-01-23,"84 Bolton Road North, Edenfield",BL0 0LT,215000,Terraced,"Freehold",No
2004-01-23,"16 Dale Street, Ramsbottom",BL0 0NF,79000,Terraced,"Leasehold",No
2004-01-23,"141 Stubbins Lane, Ramsbottom",BL0 0PR,337500,Detached,"Leasehold",No
2004-01-23,"21 Heath Avenue, Ramsbottom",BL0 9UN,79950,Terraced,"Freehold",No
2004-01-23,"35 Oak Avenue, Ramsbottom",BL0 9UY,137500,Semi-detached,"Leasehold",No
2004-01-23,"53 Rostron Road, Ramsbottom",BL0 9EE,84950,Semi-detached,"Leasehold",No
2004-01-22,"75 Stubbins Lane, Ramsbottom",BL0 0PR,85000,Terraced,"Leasehold",No
2004-01-20,"30 Stanley Street, Ramsbottom",BL0 9JG,72500,Terraced,"Leasehold",No
2004-01-16,"18 Dale Street, Ramsbottom",BL0 0NF,84000,Terraced,"Leasehold",No
2004-01-16,"8 Alfred Street, Ramsbottom",BL0 9NZ,78000,Terraced,"Freehold",No
2004-01-16,"40 Heath Avenue, Ramsbottom",BL0 9UN,127000,Semi-detached,"Leasehold",No
2004-01-16,"28 Lansdowne Close, Ramsbottom",BL0 9WE,330000,Detached,"Leasehold",No
2004-01-16,"8 Coniston Close, Ramsbottom",BL0 9YE,138000,Semi-detached,"Leasehold",No
2004-01-12,"14 Carrwood Hey, Ramsbottom",BL0 9QT,182950,Terraced,"Leasehold",No
2004-01-09,"146 Bolton Road West, Ramsbottom",BL0 9PD,92950,Terraced,"Freehold",No
2004-01-09,"3 Holcombe Lee, Ramsbottom",BL0 9QR,139995,Semi-detached,"Leasehold",No
2004-01-09,"2 Redisher Close, Ramsbottom",BL0 9RX,182500,Semi-detached,"Freehold",No
2004-01-09,"185 Kay Brow, Ramsbottom",BL0 9AY,84500,Flat,"Leasehold",No
2004-01-09,"135 Kay Brow, Ramsbottom",BL0 9AY,89950,Terraced,"Leasehold",No
2004-01-09,"9 Shilton Street, Ramsbottom",BL0 9NG,63000,Terraced,"Leasehold",No
2004-01-09,"4 Maybury Close, Ramsbottom",BL0 9WG,167500,Detached,"Leasehold",No
2004-01-08,"10 Heycrofts View, Edenfield",BL0 0HG,267500,Detached,"Leasehold",No
2004-01-07,"46 Lodge Mill Lane, Ramsbottom",BL0 0RW,115000,Terraced,"Freehold",No
2004-01-06,"82 Fern Street, Ramsbottom",BL0 0BB,59000,Terraced,"Freehold",No
2004-01-06,"1 Downfield Close, Ramsbottom",BL0 9HN,110000,Semi-detached,"Freehold",No
2003-12-23,"11 Exchange Street, Edenfield",BL0 0LA,65000,Terraced,"Freehold",No
2003-12-23,"44 Lansdowne Close, Ramsbottom",BL0 9WE,181950,Terraced,"Leasehold",Yes
2003-12-22,"10 Grant Mews, Ramsbottom",BL0 9AH,124995,Terraced,"Leasehold",No
2003-12-22,"40 Kay Brow, Ramsbottom",BL0 9AY,185000,Detached,"Freehold",No
2003-12-22,"63 Bolton Road West, Ramsbottom",BL0 9NU,105000,Terraced,"Leasehold",No
2003-12-19,"38 Eden Avenue, Edenfield",BL0 0LD,90000,Semi-detached,"Freehold",No
2003-12-19,"77 Stubbins Lane, Ramsbottom",BL0 0PR,78000,Terraced,"Leasehold",No
2003-12-19,"14 Lodge Mill Lane, Ramsbottom",BL0 0RW,195000,Terraced,"Freehold",No
2003-12-19,"113 Kay Brow, Ramsbottom",BL0 9AY,81000,Flat,"Leasehold",No
2003-12-19,"198 Bolton Road West, Ramsbottom",BL0 9PE,96500,Terraced,"Leasehold",No
2003-12-19,"15 Butler Street, Ramsbottom",BL0 9PG,124950,Terraced,"Leasehold",No
2003-12-19,"38 Lansdowne Close, Ramsbottom",BL0 9WE,179950,Terraced,"Leasehold",Yes
2003-12-19,"46 Lansdowne Close, Ramsbottom",BL0 9WE,183950,Semi-detached,"Leasehold",Yes
2003-12-18,"36 Lansdowne Close, Ramsbottom",BL0 9WE,179950,Terraced,"Leasehold",Yes
2003-12-18,"40 Lansdowne Close, Ramsbottom",BL0 9WE,315000,Terraced,"Leasehold",Yes
2003-12-18,"25 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,107000,Flat,"Leasehold",No
2003-12-17,"6 Coniston Close, Ramsbottom",BL0 9YE,90000,Semi-detached,"Leasehold",No
2003-12-17,"97 Victoria Street, Ramsbottom",BL0 9EB,93000,Terraced,"Leasehold",No
2003-12-16,"79 Longsight Road, Ramsbottom",BL0 9TA,90000,Semi-detached,"Leasehold",No
2003-12-16,"5 Peel Brow, Ramsbottom",BL0 0AA,75000,Terraced,"Leasehold",No
2003-12-15,"58 Kendal Road West, Ramsbottom",BL0 9SY,152950,Semi-detached,"Leasehold",No
2003-12-15,"15 Fernview Drive, Ramsbottom",BL0 9XB,119000,Semi-detached,"Leasehold",No
2003-12-12,"19 Windermere Drive, Ramsbottom",BL0 9YB,130000,Semi-detached,"Leasehold",No
2003-12-12,"20 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,110000,Flat,"Leasehold",No
2003-12-12,"81 Chatterton Road, Ramsbottom",BL0 0PQ,100000,Terraced,"Leasehold",No
2003-12-12,"131 Kay Brow, Ramsbottom",BL0 9AY,76600,Flat,"Leasehold",No
2003-12-12,"9 Major Street, Ramsbottom",BL0 9JH,83500,Detached,"Leasehold",No
2003-12-12,"18 Shilton Street, Ramsbottom",BL0 9NG,81000,Terraced,"Leasehold",No
2003-12-12,"90 Bolton Road West, Ramsbottom",BL0 9PD,97000,Terraced,"Leasehold",No
2003-12-12,"154 Bolton Road West, Ramsbottom",BL0 9PD,105000,Terraced,"Leasehold",No
2003-12-12,"83 Bury Road, Edenfield",BL0 0EN,101500,Terraced,"Freehold",No
2003-12-12,"286 Dundee Lane, Ramsbottom",BL0 9HF,250000,Detached,"Freehold",No
2003-12-11,"24 Tanners Street, Ramsbottom",BL0 9ES,115000,Terraced,"Leasehold",No
2003-12-11,"2 Roseberry Close, Ramsbottom",BL0 9FQ,168000,Detached,"Leasehold",No
2003-12-11,"45 Queen Street, Ramsbottom",BL0 9JJ,94950,Terraced,"Leasehold",No
2003-12-11,"4 Rivington Hall Close, Ramsbottom",BL0 9YL,169950,Detached,"Freehold",No
2003-12-11,"118 Peel Brow, Ramsbottom",BL0 0AU,89950,Semi-detached,"Leasehold",No
2003-12-08,"28 Market Place, Ramsbottom",BL0 9HT,108000,Flat,"Leasehold",No
2003-12-08,"10 Knowl Close, Ramsbottom",BL0 9YY,242500,Detached,"Freehold",No
2003-12-05,"17 Stretton Road, Ramsbottom",BL0 9SX,170000,Detached,"Leasehold",No
2003-12-05,"20 Harcles Drive, Ramsbottom",BL0 9UE,154950,Semi-detached,"Leasehold",No
2003-12-05,"7 Pinewood Crescent, Ramsbottom",BL0 9XE,211500,Semi-detached,"Leasehold",No
2003-12-05,"42 Carrwood Hey, Ramsbottom",BL0 9PN,137950,Terraced,"Leasehold",No
2003-12-05,"55 Lancaster Avenue, Ramsbottom",BL0 9QA,87500,Semi-detached,"Freehold",No
2003-12-05,"1 Springwater Avenue, Ramsbottom",BL0 9RH,215000,Detached,"Leasehold",No
2003-12-04,"31 Grants Lane, Ramsbottom",BL0 9DB,99950,Terraced,"Leasehold",No
2003-12-02,"12A Tanners Street, Ramsbottom",BL0 9ES,121000,Flat,"Freehold",No
2003-12-02,"18 Marlborough Close, Ramsbottom",BL0 9YU,182000,Detached,"Leasehold",No
2003-12-02,"18 Church Close, Ramsbottom",BL0 9HS,125000,Terraced,"Leasehold",No
2003-12-01,"14 Gainsborough Road, Ramsbottom",BL0 9XA,126000,Semi-detached,"Leasehold",No
2003-11-28,"25 Lansdowne Close, Ramsbottom",BL0 9WE,233000,Detached,"Leasehold",No
2003-11-28,"92 Bolton Road West, Ramsbottom",BL0 9PD,89395,Terraced,"Leasehold",No
2003-11-28,"17 Carrwood Hey, Ramsbottom",BL0 9QT,157500,Semi-detached,"Leasehold",No
2003-11-28,"317 Whalley Road, Ramsbottom",BL0 0ER,135000,Terraced,"Leasehold",No
2003-11-28,"159 Bolton Road North, Edenfield",BL0 0NA,70000,Terraced,"Leasehold",No
2003-11-28,"Apartment 3, The Cornerhouse, Square Street, Ramsbottom",BL0 9AZ,82950,Flat,"Leasehold",Yes
2003-11-28,"Apartment 1, The Cornerhouse, Square Street, Ramsbottom",BL0 9AZ,84950,Flat,"Leasehold",Yes
2003-11-28,"Apartment 2, The Cornerhouse, Square Street, Ramsbottom",BL0 9AZ,99950,Flat,"Leasehold",No
2003-11-28,"99 Dundee Lane, Ramsbottom",BL0 9HG,215000,Detached,"Leasehold",No
2003-11-28,"Tile House, Rawsons Rake, Ramsbottom",BL0 9HH,250000,Detached,"Freehold",No
2003-11-26,"8 East View, Ramsbottom",BL0 0NW,122500,Terraced,"Freehold",No
2003-11-25,"5 Carnoustie Drive, Ramsbottom",BL0 9QL,148500,Semi-detached,"Leasehold",No
2003-11-25,"1 Gleneagles Way, Ramsbottom",BL0 9QN,245000,Detached,"Leasehold",No
2003-11-23,"1 St Andrews Close, Ramsbottom",BL0 9LA,84500,Terraced,"Freehold",No
2003-11-21,"31 Bolton Road West, Ramsbottom",BL0 9NU,179950,Terraced,"Leasehold",Yes
2003-11-21,"187 Whittingham Drive, Ramsbottom",BL0 9NY,144950,Detached,"Leasehold",No
2003-11-21,"18 Stretton Road, Ramsbottom",BL0 9SX,160000,Semi-detached,"Freehold",No
2003-11-21,"2 Lime Grove, Ramsbottom",BL0 0BD,59950,Semi-detached,"Freehold",No
2003-11-21,"18 Eden Court, Edenfield",BL0 0HF,220000,Terraced,"Freehold",No
2003-11-20,"92 Peel Brow, Ramsbottom",BL0 0AU,89000,Terraced,"Leasehold",No
2003-11-20,"17 Cliff Mount, Ramsbottom",BL0 9EP,105000,Terraced,"Leasehold",No
2003-11-18,"7 Higher Summerseat, Ramsbottom",BL0 9UG,107000,Terraced,"Freehold",No
2003-11-17,"5 Eden Avenue, Edenfield",BL0 0LG,139950,Semi-detached,"Leasehold",No
2003-11-17,"34A Bridge Street, Ramsbottom",BL0 9AQ,120000,Terraced,"Leasehold",No
2003-11-17,"10 Whittingham Drive, Ramsbottom",BL0 9LZ,142000,Detached,"Freehold",No
2003-11-14,"49 Stanley Street, Ramsbottom",BL0 9JG,67000,Terraced,"Leasehold",No
2003-11-14,"28 Dale Street, Ramsbottom",BL0 0NF,73500,Terraced,"Leasehold",No
2003-11-14,"27 Garden Street, Ramsbottom",BL0 9BG,45000,Terraced,"Leasehold",No
2003-11-14,"57 Peel Brow, Ramsbottom",BL0 0AL,85000,Terraced,"Leasehold",No
2003-11-14,"26 Cheshire Court, Ramsbottom",BL0 0BL,150000,Detached,"Leasehold",No
2003-11-14,"14 Annie Street, Ramsbottom",BL0 9PP,84000,Terraced,"Freehold",No
2003-11-14,"3 Pot Green, Ramsbottom",BL0 9RG,149950,Terraced,"Leasehold",No
2003-11-14,"14 Springwater Avenue, Ramsbottom",BL0 9RH,156000,Detached,"Leasehold",No
2003-11-13,"69 Whalley Road, Ramsbottom",BL0 0DP,110000,Terraced,"Leasehold",No
2003-11-07,"5 Bury New Road, Ramsbottom",BL0 0BT,75000,Terraced,"Leasehold",No
2003-11-07,"10 Eden Court, Edenfield",BL0 0HF,197500,Detached,"Freehold",No
2003-11-07,"112 Market Street, Edenfield",BL0 0JL,94950,Terraced,"Leasehold",No
2003-11-07,"18 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,109950,Flat,"Leasehold",Yes
2003-11-07,"38 Lodge Mill Lane, Ramsbottom",BL0 0RW,83000,Terraced,"Freehold",No
2003-11-07,"145 Kay Brow, Ramsbottom",BL0 9AY,89950,Flat,"Leasehold",No
2003-11-07,"14 Astley Hall Drive, Ramsbottom",BL0 9DF,126950,Detached,"Freehold",No
2003-11-06,"12 Stone Close, Ramsbottom",BL0 9QQ,122000,Terraced,"Leasehold",No
2003-11-05,"160 Nuttall Lane, Ramsbottom",BL0 9LE,145000,Detached,"Freehold",No
2003-11-05,"9 Caldy Drive, Ramsbottom",BL0 9TY,195000,Detached,"Leasehold",No
2003-11-04,"28 Crow Lane, Ramsbottom",BL0 9BR,83000,Terraced,"Leasehold",No
2003-11-03,"20 Spring Close, Ramsbottom",BL0 9SQ,93000,Semi-detached,"Leasehold",No
2003-10-31,"9 Stanley Street, Ramsbottom",BL0 9JG,90000,Terraced,"Leasehold",No
2003-10-31,"35 Bolton Road West, Ramsbottom",BL0 9NU,174950,Semi-detached,"Leasehold",Yes
2003-10-31,"181 Bolton Road North, Edenfield",BL0 0NA,86000,Terraced,"Leasehold",No
2003-10-31,"121 Kay Brow, Ramsbottom",BL0 9AY,82750,Terraced,"Leasehold",No
2003-10-30,"223 Rochdale Road, Ramsbottom",BL0 0RG,130000,Detached,"Leasehold",No
2003-10-29,"46 Stanley Street, Ramsbottom",BL0 9JG,95000,Terraced,"Leasehold",No
2003-10-29,"40 Silvermere Close, Ramsbottom",BL0 9WH,121000,Semi-detached,"Leasehold",No
2003-10-28,"119 Victoria Street, Ramsbottom",BL0 9EB,88500,Terraced,"Leasehold",No
2003-10-28,"9 Heapworth Avenue, Ramsbottom",BL0 9EH,74000,Semi-detached,"Leasehold",No
2003-10-27,"5 Eden Court, Edenfield",BL0 0HF,129950,Semi-detached,"Freehold",No
2003-10-27,"16 Whittingham Drive, Ramsbottom",BL0 9LZ,145000,Semi-detached,"Freehold",No
2003-10-27,"11 Woodlands Road, Ramsbottom",BL0 0LP,92950,Semi-detached,"Freehold",No
2003-10-24,"18 North Street, Ramsbottom",BL0 0PB,100000,Terraced,"Leasehold",No
2003-10-24,"11 Grants Lane, Ramsbottom",BL0 9DB,105000,Terraced,"Leasehold",No
2003-10-24,"9 Cliff Mount, Ramsbottom",BL0 9EP,92750,Terraced,"Leasehold",No
2003-10-24,"11 Stanford Hall Crescent, Ramsbottom",BL0 9FD,129950,Semi-detached,"Leasehold",No
2003-10-24,"8 Shilton Street, Ramsbottom",BL0 9NG,119950,Semi-detached,"Leasehold",No
2003-10-24,"171 Peel Brow, Ramsbottom",BL0 0AY,125000,Terraced,"Leasehold",No
2003-10-24,"171A Peel Brow, Ramsbottom",BL0 0AY,125000,Semi-detached,"Freehold",No
2003-10-23,"23 Lansdowne Close, Ramsbottom",BL0 9WE,237500,Detached,"Leasehold",No
2003-10-23,"26 Crow Lane, Ramsbottom",BL0 9BR,80000,Terraced,"Leasehold",No
2003-10-22,"87 Chatterton Road, Ramsbottom",BL0 0PQ,80000,Semi-detached,"Leasehold",No
2003-10-21,"6 Marlborough Close, Ramsbottom",BL0 9YU,139000,Semi-detached,"Leasehold",No
2003-10-20,"34 Eden Avenue, Edenfield",BL0 0LD,93000,Terraced,"Freehold",No
2003-10-17,"127 Hardsough Lane, Edenfield",BL0 0QE,129950,Detached,"Freehold",No
2003-10-17,"176 Peel Brow, Ramsbottom",BL0 0AX,150000,Terraced,"Leasehold",No
2003-10-17,"14 Mary Street, Ramsbottom",BL0 9PB,77000,Terraced,"Leasehold",No
2003-10-15,"19 Carrwood Hey, Ramsbottom",BL0 9QT,154950,Detached,"Freehold",Yes
2003-10-13,"34 Dale Street, Ramsbottom",BL0 0NF,64000,Terraced,"Leasehold",No
2003-10-13,"48 Stanley Street, Ramsbottom",BL0 9JG,89500,Terraced,"Leasehold",No
2003-10-10,"69 Garnett Street, Ramsbottom",BL0 9JN,55000,Terraced,"Leasehold",No
2003-10-10,"9 Moors View, Ramsbottom",BL0 9FL,88000,Detached,"Leasehold",No
2003-10-10,"49 Bury Road, Edenfield",BL0 0EN,119000,Terraced,"Freehold",No
2003-10-10,"3 Eden Court, Edenfield",BL0 0HF,130500,Terraced,"Freehold",No
2003-10-10,"38 Burnley Road, Edenfield",BL0 0HN,90000,Terraced,"Freehold",No
2003-10-10,"8 Exchange Street, Edenfield",BL0 0LA,98000,Terraced,"Leasehold",No
2003-10-10,"262 Bolton Road North, Edenfield",BL0 0NG,79950,Terraced,"Freehold",No
2003-10-03,"192 Bolton Road West, Ramsbottom",BL0 9PE,161000,Semi-detached,"Leasehold",No
2003-10-03,"17 Springwater Avenue, Ramsbottom",BL0 9RH,263000,Detached,"Leasehold",No
2003-10-03,"15 Lilburn Close, Ramsbottom",BL0 9LY,162000,Detached,"Freehold",No
2003-10-03,"60 Peel Brow, Ramsbottom",BL0 0AG,87550,Terraced,"Leasehold",No
2003-10-03,"Rockcliffe, Green Acre Close, Ramsbottom",BL0 0HD,245000,Detached,"Freehold",No
2003-10-03,"32 Newcombe Road, Ramsbottom",BL0 9UT,114950,Semi-detached,"Leasehold",No
2003-10-02,"79 Bury Road, Edenfield",BL0 0EN,104000,Terraced,"Freehold",No
2003-09-30,"4 Earl Road, Ramsbottom",BL0 9EF,73000,Terraced,"Leasehold",No
2003-09-30,"64 Stanford Hall Crescent, Ramsbottom",BL0 9FD,40153,Semi-detached,"Leasehold",No
2003-09-28,"4 Cleveland Close, Ramsbottom",BL0 9FH,143000,Detached,"Leasehold",No
2003-09-26,"7 Derby Street, Ramsbottom",BL0 0AQ,94500,Terraced,"Leasehold",No
2003-09-26,"82 Bury Road, Edenfield",BL0 0ET,77950,Terraced,"Leasehold",No
2003-09-26,"1 Royal Gardens, Ramsbottom",BL0 9SB,420000,Detached,"Freehold",No
2003-09-26,"2 Meadway, Ramsbottom",BL0 0PN,79000,Terraced,"Freehold",No
2003-09-26,"12 Gainsborough Road, Ramsbottom",BL0 9XA,105000,Semi-detached,"Leasehold",No
2003-09-26,"3 Henwick Hall Avenue, Ramsbottom",BL0 9YH,217000,Detached,"Leasehold",No
2003-09-26,"7 Rivington Hall Close, Ramsbottom",BL0 9YL,199950,Detached,"Freehold",No
2003-09-26,"176 Bolton Street, Ramsbottom",BL0 9JA,192250,Semi-detached,"Leasehold",No
2003-09-25,"12 Hawthorn Avenue, Ramsbottom",BL0 9UZ,146500,Semi-detached,"Leasehold",No
2003-09-24,"79 Bolton Road West, Ramsbottom",BL0 9NU,72000,Terraced,"Leasehold",No
2003-09-23,"21 Dundee Lane, Ramsbottom",BL0 9HL,115000,Terraced,"Leasehold",No
2003-09-23,"103 Victoria Street, Ramsbottom",BL0 9EB,75000,Terraced,"Leasehold",No
2003-09-22,"80 Market Street, Edenfield",BL0 0JL,70000,Terraced,"Leasehold",No
2003-09-22,"8 Haworth Avenue, Ramsbottom",BL0 9UX,87000,Semi-detached,"Leasehold",No
2003-09-19,"24 Lansdowne Close, Ramsbottom",BL0 9WE,176950,Terraced,"Leasehold",Yes
2003-09-19,"35 Brooks Bottom Close, Ramsbottom",BL0 9YP,250000,Detached,"Freehold",No
2003-09-19,"4 Moray Close, Ramsbottom",BL0 9YS,170000,Detached,"Leasehold",No
2003-09-19,"3 Bury New Road, Ramsbottom",BL0 0BT,65000,Semi-detached,"Leasehold",No
2003-09-19,"195 Whalley Road, Ramsbottom",BL0 0DG,81200,Terraced,"Freehold",No
2003-09-19,"4 Sarah Street, Ramsbottom",BL0 0JR,49000,Terraced,"Leasehold",No
2003-09-19,"93 Chatterton Road, Ramsbottom",BL0 0PQ,105000,Terraced,"Leasehold",No
2003-09-18,"6 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,56000,Flat,"Leasehold",No
2003-09-18,"92 Ripon Hall Avenue, Ramsbottom",BL0 9RE,105000,Semi-detached,"Freehold",No
2003-09-18,"26 Longsight Road, Ramsbottom",BL0 9TD,265000,Semi-detached,"Freehold",No
2003-09-16,"11 Croftlands, Ramsbottom",BL0 9SD,148000,Detached,"Leasehold",No
2003-09-12,"20 Annie Street, Ramsbottom",BL0 9PP,89000,Semi-detached,"Freehold",No
2003-09-12,"3 Ringwood Avenue, Ramsbottom",BL0 9PW,139950,Semi-detached,"Freehold",No
2003-09-12,"2 Burnside, Ramsbottom",BL0 0LW,174950,Detached,"Leasehold",No
2003-09-12,"49 Stanley Street, Ramsbottom",BL0 9JG,60000,Terraced,"Leasehold",No
2003-09-12,"49 Longsight Road, Ramsbottom",BL0 9TE,179950,Semi-detached,"Leasehold",No
2003-09-12,"26 Lansdowne Close, Ramsbottom",BL0 9WE,169950,Terraced,"Leasehold",Yes
2003-09-12,"97 Fir Street, Ramsbottom",BL0 0BG,59000,Terraced,"Freehold",No
2003-09-11,"21 Market Street, Edenfield",BL0 0JQ,109000,Terraced,"Leasehold",No
2003-09-11,"92 Bolton Road West, Ramsbottom",BL0 9PD,87000,Terraced,"Leasehold",No
2003-09-10,"53 Whalley Road, Ramsbottom",BL0 0DP,239950,Terraced,"Leasehold",No
2003-09-10,"17 Victoria Street, Ramsbottom",BL0 9ED,85000,Terraced,"Leasehold",No
2003-09-09,"21 Falstone Avenue, Ramsbottom",BL0 9LX,149950,Detached,"Freehold",No
2003-09-05,"125 Market Street, Edenfield",BL0 0JJ,220000,Detached,"Leasehold",No
2003-09-05,"21 Longsight Road, Ramsbottom",BL0 9SL,212500,Semi-detached,"Freehold",No
2003-09-05,"34 Longsight Road, Ramsbottom",BL0 9SN,183600,Semi-detached,"Freehold",No
2003-09-05,"46 Heatherside Road, Ramsbottom",BL0 9BX,169950,Detached,"Leasehold",No
2003-09-05,"19 Springwood Street, Ramsbottom",BL0 9DT,89950,Terraced,"Leasehold",No
2003-09-05,"19 Stretton Road, Ramsbottom",BL0 9SX,176000,Semi-detached,"Leasehold",No
2003-09-03,"25 Exchange Street, Edenfield",BL0 0LA,95000,Semi-detached,"Leasehold",No
2003-08-29,"27 Aviemore Close, Ramsbottom",BL0 9WA,137950,Semi-detached,"Leasehold",No
2003-08-29,"29 Spring Street, Ramsbottom",BL0 9JQ,144950,Terraced,"Freehold",No
2003-08-29,"12 Whalley Road, Ramsbottom",BL0 0DE,84950,Terraced,"Leasehold",No
2003-08-29,"9 Cleveland Close, Ramsbottom",BL0 9FH,133000,Detached,"Leasehold",No
2003-08-28,"184 Bolton Street, Ramsbottom",BL0 9JE,70000,Terraced,"Leasehold",No
2003-08-28,"37 Bolton Road West, Ramsbottom",BL0 9NU,179950,Semi-detached,"Leasehold",Yes
2003-08-28,"1 Marlborough Close, Ramsbottom",BL0 9YU,150000,Detached,"Leasehold",No
2003-08-26,"20 Bye Road, Ramsbottom",BL0 0HH,83000,Terraced,"Leasehold",No
2003-08-22,"24 Beechwood Avenue, Ramsbottom",BL0 0BH,65000,Terraced,"Freehold",No
2003-08-22,"1 Roseberry Close, Ramsbottom",BL0 9FQ,99950,Terraced,"Leasehold",No
2003-08-22,"97 Longsight Road, Ramsbottom",BL0 9TA,137500,Semi-detached,"Freehold",No
2003-08-22,"15 Beauly Close, Ramsbottom",BL0 9WB,205000,Detached,"Freehold",No
2003-08-21,"60 Nuttall Lane, Ramsbottom",BL0 9JP,89950,Terraced,"Leasehold",No
2003-08-20,"29 Bury New Road, Ramsbottom",BL0 0AR,203500,Terraced,"Leasehold",No
2003-08-18,"38 Southfield Road, Ramsbottom",BL0 9ST,148000,Detached,"Freehold",No
2003-08-15,"9 Vale Coppice, Ramsbottom",BL0 9FJ,360000,Detached,"Freehold",No
2003-08-14,"32 Lansdowne Close, Ramsbottom",BL0 9WE,181950,Detached,"Leasehold",Yes
2003-08-14,"34 Lansdowne Close, Ramsbottom",BL0 9WE,209950,Terraced,"Leasehold",Yes
2003-08-13,"11 Rosebank, Ramsbottom",BL0 0PY,433000,Detached,"Freehold",No
2003-08-08,"38 Strathmore Close, Ramsbottom",BL0 9YW,197000,Detached,"Leasehold",No
2003-08-07,"15 St Edmund Hall Close, Ramsbottom",BL0 9DE,132500,Detached,"Freehold",No
2003-08-06,"10 Rivington Hall Close, Ramsbottom",BL0 9YL,199000,Detached,"Freehold",No
